Jerusalem B-Jerusalem B-Jerusalem
- O O
year O O
- O O
old O O
hunter O O
used O O
a O O
haul O O
line O O
, O O
but O O
it O O
was O O
tied O O
to O O
the O O
trigger O O
guard O O
and O O
he O O
left O O
the O O
gun O O
loaded O O
, O O
Koppelo O O
said O O
. O O
The O O
teen O O
- O O
ager O O
' O O
s O O
gun O O
went O O
off O O
and O O
he O O
was O O
shot O O
in O O
the O O
foot O O
. O O
Others O O
are O O
hurt O O
falling O O
out O O
of O O
trees O O
. O O
Koppelo O O
said O O
that O O
state O O
officials O O
were O O
trying O O
to O O
keep O O
count O O
of O O
these O O
injuries O O
but O O
that O O
it O O
was O O
difficult O O
, O O
since O O
they O O
relied O O
on O O
hunters O O
reporting O O
minor O O
accidents O O
. O O
` O O
` O O
A O O
lot O O
of O O
guys O O
are O O
embarrassed O O
, O O
' O O
' O O
Sargent O O
said O O
. O O
` O O
` O O
They O O
' O O
ll O O
say O O
they O O
fell O O
working O O
in O O
the O O
yard O O
or O O
something O O
. O O
' O O
' O O
Others O O
, O O
Koppelo O O
says O O
, O O
do O O
not O O
want O O
to O O
report O O
accidents O O
for O O
fear O O
the O O
law O O
will O O
be O O
changed O O
. O O
And O O
she O O
adds O O
that O O
though O O
anecdotal O O
reports O O
show O O
Michigan O O
' O O
s O O
large O O
hunting O O
population O O
to O O
be O O
taking O O
slowly O O
to O O
firearm O O
deer O O
hunting O O
from O O
platforms O O
, O O
most O O
expect O O
the O O
practice O O
to O O
catch O O
on O O
as O O
it O O
has O O
in O O
other O O
states O O
. O O
As O O
Peter B---NME-- B-Peter_Thompson_(English_footballer)
Thompson I---NME-- I-Peter_Thompson_(English_footballer)
, O O
a O O
16 O O
- O O
year O O
- O O
old O O
hunter O O
, O O
said O O
, O O
` O O
` O O
Usually O O
the O O
deer O O
don O O
' O O
t O O
look O O
up O O
. O O
' O O
' O O
QUICKLY O O
& O O
LR O O
; O O
& O O
QL O O
; O O
( O O
Repeating O O
; O O
this O O
is O O
now O O
a O O
New O O
York O O
Times O O
front O O
- O O
page O O
story O O
) O O
& O O
QL O O
; O O
( O O
ART O O
ADV O O
: O O
Graphic O O
is O O
being O O
sent O O
to O O
NYT O O
graphic O O
clients O O
. O O
Nonsubscribers O O
can O O
purchase O O
one O O
- O O
time O O
rights O O
by O O
calling O O
888 O O
- O O
603 O O
- O O
1036 O O
or O O
888 O O
- O O
346 O O
- O O
9867 O O
. O O
) O O
& O O
QL O O
; O O
& O O
UR O O
; O O
By O O
DAVID O O
FIRESTONE O O
& O O
LR O O
; O O
& O O
QC O O
; O O
& O O
QL O O
; O O
& O O
UR O O
; O O
c O O
. O O
2000 O O
N O O
. O O
Y O O
. O O
Times O O
News O O
Service O O
& O O
LR O O
; O O
& O O
QC O O
; O O
& O O
QL O O
; O O
TALLAHASSEE B-Tallahassee,_Florida B-Tallahassee,_Florida
, O O
Fla B-Florida B-Miami_Marlins
. I-Florida O
_ O O
Lawyers O O
for O O
Vice O O
President O O
Al O O
Gore O O
said O O
Wednesday O O
their O O
only O O
chance O O
for O O
victory O O
in O O
his O O
contest O O
of O O
the O O
Florida O O
election O O
would O O
be O O
shattered O O
if O O
they O O
have O O
to O O
wait O O
until O O
Saturday O O
to O O
begin O O
counting O O
disputed O O
ballots O O
, O O
and O O
they O O
began O O
an O O
appeal O O
to O O
the O O
Florida O O
Supreme B-Supreme_Court_of_Florida B-Supreme_Court_of_Florida
Court I-Supreme_Court_of_Florida I-Supreme_Court_of_Florida
to O O
do O O
the O O
counting O O
itself O O
, O O
immediately O O
. O O
The O O
appeal O O
was O O
filed O O
with O O
the O O
District B-Florida_District_Courts_of_Appeal B-Florida_District_Courts_of_Appeal
Court I-Florida_District_Courts_of_Appeal I-Florida_District_Courts_of_Appeal
of I-Florida_District_Courts_of_Appeal I-Florida_District_Courts_of_Appeal
Appeal I-Florida_District_Courts_of_Appeal I-Florida_District_Courts_of_Appeal
late O O
Wednesday O O
afternoon O O
, O O
and O O
will O O
be O O
submitted O O
to O O
the O O
state O O
' O O
s O O
highest O O
court O O
early O O
Thursday O O
, O O
Gore O O
' O O
s O O
lawyers O O
said O O
. O O
It O O
essentially O O
asks O O
the O O
Supreme O O
Court O O
to O O
take O O
over O O
Gore O O
' O O
s O O
contest O O
lawsuit O O
from O O
the O O
slow O O
- O O
moving O O
trial O O
court O O
, O O
to O O
count O O
the O O
ballots O O
itself O O
, O O
and O O
eventually O O
to O O
declare O O
Gore O O
the O O
winner O O
if O O
he O O
wins O O
the O O
recount O O
. O O
But O O
lawyers O O
for O O
Gov O O
. O O
George O O
W O O
. O O
Bush O O
said O O
they O O
had O O
no O O
intention O O
of O O
allowing O O
any O O
hand O O
counting O O
to O O
begin O O
without O O
a O O
vigorous O O
legal O O
fight O O
. O O
To O O
that O O
end O O
, O O
they O O
persuaded O O
Circuit O O
Judge O O
N O O
. O O
Sanders O O
Sauls O O
to O O
order O O
1.1 O O
million O O
ballots O O
_ O O
every O O
vote O O
cast O O
in O O
Miami O O
- O O
Dade O O
and O O
Palm O O
Beach O O
counties O O
_ O O
brought O O
up O O
from O O
south O O
Florida O O
and O O
placed O O
in O O
the O O
court O O
' O O
s O O
custody O O
. O O
That O O
represents O O
83 O O
times O O
the O O
number O O
of O O
disputed O O
ballots O O
that O O
the O O
judge O O
had O O
agreed O O
on O O
Tuesday O O
to O O
transport O O
to O O
Tallahassee O O
at O O
the O O
Gore O O
team O O
' O O
s O O
request O O
. O O
And O O
it O O
could O O
take O O
weeks O O
if O O
not O O
months O O
to O O
count O O
them O O
all O O
, O O
the O O
point O O
that O O
Barry B---NME-- O
Richard I---NME-- O
, O O
Bush O O
' O O
s O O
chief O O
trial O O
lawyer O O
here O O
, O O
said O O
he O O
was O O
trying O O
to O O
make O O
in O O
requesting O O
that O O
the O O
ballots O O
be O O
transported O O
here O O
. O O
` O O
` O O
We O O
did O O
it O O
to O O
make O O
a O O
point O O
, O O
' O O
' O O
Richard O O
said O O
in O O
an O O
interview O O
. O O
` O O
` O O
If O O
you O O
recount O O
any O O
ballots O O
, O O
you O O
have O O
to O O
recount O O
all O O
of O O
them O O
. O O
Now O O
, O O
we O O
don O O
' O O
t O O
think O O
any O O
ballots O O
should O O
be O O
counted O O
, O O
because O O
the O O
manual O O
recount O O
of O O
ballots O O
is O O
finished O O
. O O
But O O
in O O
the O O
event O O
the O O
court O O
determines O O
that O O
some O O
ballots O O
should O O
be O O
counted O O
, O O
we O O
wanted O O
them O O
here O O
so O O
they O O
could O O
all O O
be O O
counted O O
. O O
' O O
' O O
Aware O O
that O O
they O O
could O O
not O O
stop O O
the O O
movement O O
of O O
all O O
the O O
ballots O O
, O O
Gore O O
' O O
s O O
lawyers O O
barely O O
objected O O
to O O
the O O
move O O
, O O
asking O O
only O O
that O O
the O O
disputed O O
ballots O O
that O O
might O O
contain O O
hidden O O
Gore O O
votes O O
be O O
separated O O
from O O
the O O
mass O O
. O O
` O O
` O O
I O O
know O O
when O O
it O O
' O O
s O O
futile O O
, O O
' O O
' O O
said O O
David O O
Boies O O
, O O
Gore O O
' O O
s O O
chief O O
trial O O
lawyer O O
, O O
to O O
Sauls O O
. O O
Nonetheless O O
, O O
Gore O O
' O O
s O O
lawyers O O
were O O
furious O O
at O O
the O O
move O O
, O O
aware O O
that O O
it O O
represents O O
yet O O
another O O
enormous O O
barrier O O
to O O
their O O
hopes O O
for O O
an O O
immediate O O
count O O
of O O
the O O
14,000 O O
disputed O O
ballots O O
in O O
the O O
two O O
counties O O
and O O
a O O
quick O O
decision O O
from O O
the O O
judge O O
that O O
Gore O O
really O O
won O O
the O O
election O O
. O O
Even O O
if O O
the O O
Florida O O
Supreme O O
Court O O
should O O
swiftly O O
agree O O
to O O
their O O
request O O
and O O
orders O O
the O O
counting O O
to O O
begin O O
by O O
Friday O O
, O O
that O O
would O O
still O O
put O O
them O O
three O O
days O O
behind O O
their O O
original O O
timetable O O
. O O
And O O
facing O O
a O O
Dec O O
. O O
12 O O
deadline O O
for O O
the O O
state O O
to O O
name O O
electors O O
for O O
the O O
Electoral B-Electoral_College_(United_States) B-Electoral_College_(United_States)
College I-Electoral_College_(United_States) I-Electoral_College_(United_States)
, O O
Gore O O
has O O
absolutely O O
no O O
days O O
to O O
spare O O
. O O
` O O
` O O
It O O
' O O
s O O
a O O
stunt O O
, O O
' O O
' O O
said O O
Kendall B---NME-- O
Coffey I---NME-- O
, O O
one O O
of O O
Gore O O
' O O
s O O
election O O
lawyers O O
, O O
as O O
he O O
stormed O O
out O O
of O O
Sauls O O
' O O
courtroom O O
Wednesday O O
, O O
referring O O
to O O
the O O
request O O
for O O
all O O
the O O
ballots O O
. O O
` O O
` O O
They O O
' O O
re O O
trying O O
to O O
bog O O
down O O
the O O
case O O
, O O
the O O
system O O
, O O
the O O
clerk O O
' O O
s O O
office O O
and O O
everywhere O O
else O O
they O O
can O O
. O O
' O O
' O O
The O O
decision O O
by O O
Gore O O
' O O
s O O
lawyers O O
to O O
appeal O O
the O O
case O O
shows O O
how O O
perilous O O
their O O
situation O O
is O O
. O O
By O O
appealing O O
, O O
the O O
lawyers O O
were O O
forced O O
to O O
put O O
on O O
paper O O
their O O
fear O O
that O O
their O O
case O O
could O O
be O O
over O O
if O O
they O O
cannot O O
begin O O
counting O O
ballots O O
until O O
Saturday O O
. O O
The O O
decision O O
to O O
wait O O
until O O
a O O
Saturday O O
hearing O O
` O O
` O O
is O O
effectively O O
a O O
final O O
order O O
denying O O
all O O
relief O O
sought O O
by O O
plaintiffs O O
because O O
the O O
action O O
now O O
pending O O
below O O
must O O
be O O
completed O O
before O O
Dec O O
. O O
12 O O
, O O
2000 O O
, O O
in O O
order O O
to O O
offer O O
any O O
relief O O
, O O
' O O
' O O
said O O
the O O
notice O O
filed O O
with O O
the O O
Court O O
of O O
Appeal O O
. O O
It O O
adds O O
, O O
` O O
` O O
the O O
court O O
must O O
allow O O
sufficient O O
time O O
to O O
complete O O
an O O
accurate O O
and O O
fair O O
count O O
of O O
the O O
contested O O
ballots O O
, O O
which O O
is O O
essential O O
for O O
the O O
proper O O
resolution O O
of O O
the O O
contest O O
action O O
. O O
' O O
' O O
But O O
the O O
decision O O
to O O
bring O O
up O O
all O O
the O O
ballots O O
means O O
that O O
they O O
will O O
not O O
be O O
assembled O O
in O O
Tallahassee O O
until O O
late O O
Friday O O
, O O
a O O
day O O
later O O
than O O
planned O O
. O O
And O O
even O O
then O O
, O O
the O O
hurdles O O
are O O
enormous O O
. O O
There O O
will O O
have O O
to O O
be O O
another O O
hearing O O
before O O
the O O
Florida O O
Supreme O O
Court O O
, O O
and O O
Gore O O
' O O
s O O
lawyers O O
will O O
have O O
to O O
refute O O
three O O
arguments O O
to O O
be O O
raised O O
by O O
the O O
Bush O O
team O O
: O O
There O O
should O O
be O O
no O O
more O O
counting O O
at O O
all O O
; O O
if O O
there O O
is O O
any O O
counting O O
, O O
it O O
will O O
have O O
to O O
include O O
all O O
1.16 O O
million O O
ballots O O
; O O
and O O
if O O
there O O
is O O
any O O
counting O O
of O O
disputed O O
ballots O O
, O O
dimples O O
cannot O O
be O O
counted O O
as O O
votes O O
. O O
If O O
these O O
issues O O
are O O
heard O O
before O O
Sanders O O
, O O
there O O
will O O
have O O
to O O
be O O
briefs O O
, O O
witnesses O O
, O O
and O O
evidence O O
on O O
each O O
point O O
, O O
which O O
could O O
take O O
days O O
. O O
If O O
the O O
Supreme O O
Court O O
agrees O O
to O O
short O O
- O O
circuit O O
the O O
process O O
, O O
there O O
will O O
still O O
have O O
to O O
be O O
lengthy O O
briefs O O
filed O O
, O O
and O O
the O O
court O O
may O O
need O O
to O O
wait O O
several O O
days O O
before O O
finding O O
time O O
for O O
yet O O
another O O
momentous O O
hearing O O
in O O
its O O
schedule O O
. O O
& O O
LR O O
; O O
( O O
ART O O
ADV O O
: O O
Photo O O
_ O O
NYT8 O O
_ O O
is O O
being O O
sent O O
to O O
NYT O O
photo O O
clients O O
. O O
Graphic O O
is O O
being O O
sent O O
to O O
NYT O O
graphics O O
clients O O
. O O
Nonsubscribers O O
can O O
make O O
one O O
- O O
time O O
purchases O O
by O O
calling O O
888 O O
- O O
603 O O
- O O
1036 O O
or O O
888 O O
- O O
346 O O
- O O
9867 O O
. O O
) O O
& O O
QL O O
; O O
& O O
UR O O
; O O
By O O
LAURENCE O O
ZUCKERMAN O O
& O O
QC O O
; O O
& O O
LR O O
; O O
& O O
QL O O
; O O
& O O
UR O O
; O O
c O O
. O O
2000 O O
N O O
. O O
Y O O
. O O
Times O O
News O O
Service O O
& O O
QC O O
; O O
& O O
LR O O
; O O
& O O
QL O O
; O O
Booking O O
Your O O
Ticket O O
: O O
_ O O
Fly O O
nonstop O O
. O O
The O O
fewer O O
connections O O
you O O
make O O
, O O
the O O
lower O O
the O O
chance O O
that O O
you O O
will O O
suffer O O
a O O
delay O O
. O O
_ O O
Pick O O
airports O O
with O O
care O O
. O O
If O O
you O O
have O O
to O O
connect O O
, O O
choose O O
the O O
least O O
- O O
congested O O
airport O O
possible O O
; O O
some O O
airports O O
, O O
like O O
Chicago B-O'Hare_International_Airport O
O I-O'Hare_International_Airport O
' I-O'Hare_International_Airport O
Hare I-O'Hare_International_Airport O
and O O
La B-LaGuardia_Airport B-LaGuardia_Airport
Guardia I-LaGuardia_Airport I-LaGuardia_Airport
in O O
New B-New_York_City B-New_York_City
York I-New_York_City I-New_York_City
, O O
experience O O
chronic O O
delays O O
. O O
Take O O
into O O
consideration O O
the O O
weather O O
and O O
the O O
season O O
; O O
an O O
airport O O
in O O
the O O
South B-Southern_United_States B-Southern_United_States
might O O
have O O
fewer O O
winter O O
snowstorms O O
but O O
more O O
spring O O
and O O
summer O O
thunderstorms O O
. O O
_ O O
Check O O
times O O
between O O
connecting O O
flights O O
. O O
Airlines O O
often O O
book O O
tight O O
connections O O
and O O
do O O
not O O
take O O
responsibility O O
if O O
you O O
miss O O
yours O O
. O O
Assume O O
each O O
leg O O
of O O
your O O
flight O O
will O O
arrive O O
late O O
, O O
and O O
book O O
connections O O
that O O
allow O O
ample O O
time O O
. O O
_ O O
Check O O
on O O
- O O
time O O
records O O
. O O
The O O
Transportation B-United_States_Department_of_Transportation B-United_States_Department_of_Transportation
Department I-United_States_Department_of_Transportation I-United_States_Department_of_Transportation
requires O O
major O O
domestic O O
airlines O O
to O O
make O O
the O O
on O O
- O O
time O O
record O O
for O O
every O O
flight O O
available O O
to O O
consumers O O
. O O
You O O
can O O
check O O
online O O
at O O
www O O
. O O
dot O O
. O O
gov O O
/ O O
airconsumer O O
. O O
That O O
site O O
also O O
reports O O
each O O
airline O O
' O O
s O O
on O O
- O O
time O O
record O O
for O O
the O O
previous O O
month O O
. O O
_ O O
Travel O O
on O O
off O O
- O O
peak O O
days O O
and O O
at O O
off O O
- O O
peak O O
times O O
. O O
Saturday O O
is O O
usually O O
the O O
least O O
- O O
traveled O O
day O O
of O O
the O O
week O O
; O O
so O O
are O O
major O O
holidays O O
. O O
Monday O O
mornings O O
and O O
Friday O O
afternoons O O
are O O
peak O O
travel O O
times O O
for O O
business O O
travelers O O
. O O
Flights O O
leaving O O
earlier O O
in O O
the O O
day O O
are O O
less O O
likely O O
to O O
be O O
delayed O O
, O O
because O O
of O O
the O O
cascading O O
effect O O
that O O
disruptions O O
have O O
on O O
airline O O
schedules O O
. O O
_ O O
Use O O
smaller O O
airports O O
. O O
Instead O O
of O O
Los B-Los_Angeles_International_Airport B-Los_Angeles_International_Airport
Angeles I-Los_Angeles_International_Airport I-Los_Angeles_International_Airport
International I-Los_Angeles_International_Airport I-Los_Angeles_International_Airport
, O O
for O O
example O O
, O O
consider O O
flying O O
into O O
Burbank B-Bob_Hope_Airport B-Burbank,_California
or O O
John B-John_Wayne_Airport B-John_Wayne_Airport
Wayne I-John_Wayne_Airport I-John_Wayne_Airport
Airport I-John_Wayne_Airport I-John_Wayne_Airport
in O O
Orange B-Orange_County,_California B-Orange_County,_California
County I-Orange_County,_California I-Orange_County,_California
, O O
Calif B-California B-California
. O O
, O O
or O O
use O O
Westchester B-Westchester_County_Airport B-Westchester_County_Airport
County I-Westchester_County_Airport I-Westchester_County_Airport
Airport I-Westchester_County_Airport I-Westchester_County_Airport
instead O O
of O O
JFK B-John_F._Kennedy_International_Airport B-John_F._Kennedy_International_Airport
in O O
New O O
York O O
. O O
_ O O
Avoid O O
electronic O O
tickets O O
. O O
Though O O
they O O
are O O
convenient O O
and O O
more O O
secure O O
than O O
an O O
easily O O
lost O O
paper O O
ticket O O
, O O
they O O
are O O
not O O
transferable O O
between O O
most O O
airlines O O
if O O
you O O
need O O
to O O
switch O O
carriers O O
because O O
of O O
delays O O
. O O
_ O O
Watch O O
for O O
labor O O
disruptions O O
. O O
Check O O
newspapers O O
and O O
Web O O
sites O O
like O O
www O O
. O O
thenewfoundlandgroup O O
. O O
com O O
to O O
identify O O
airlines O O
experiencing O O
labor O O
strife O O
, O O
which O O
often O O
increases O O
cancellations O O
and O O
delays O O
. O O
_ O O
Leave O O
a O O
number O O
. O O
Make O O
sure O O
the O O
airline O O
you O O
book O O
with O O
has O O
a O O
phone O O
number O O
at O O
which O O
you O O
can O O
be O O
notified O O
of O O
delays O O
or O O
cancellations O O
. O O
_ O O
Use O O
a O O
travel O O
agent O O
. O O
A O O
good O O
one O O
can O O
be O O
a O O
great O O
ally O O
in O O
the O O
event O O
of O O
a O O
problem O O
_ O O
and O O
may O O
save O O
you O O
time O O
and O O
money O O
. O O
Day O O
of O O
Departure O O
: O O
_ O O
Be O O
informed O O
. O O
Check O O
your O O
flight O O
' O O
s O O
status O O
before O O
heading O O
to O O
the O O
airport O O
. O O
Automated O O
telephone O O
services O O
or O O
airline O O
Web O O
sites O O
often O O
provide O O
more O O
up O O
- O O
to O O
- O O
date O O
information O O
than O O
do O O
ticket O O
agents O O
. O O
The O O
Federal B-Federal_Aviation_Administration B-Federal_Aviation_Administration
Aviation I-Federal_Aviation_Administration I-Federal_Aviation_Administration
Administration I-Federal_Aviation_Administration I-Federal_Aviation_Administration
' O O
s O O
Web O O
site O O
, O O
www O O
. O O
fly O O
. O O
faa O O
. O O
gov O O
, O O
has O O
real O O
- O O
time O O
information O O
on O O
operations O O
at O O
the O O
biggest O O
airports O O
. O O
_ O O
Pack O O
defensively O O
. O O
Take O O
along O O
a O O
change O O
of O O
clothes O O
and O O
a O O
toothbrush O O
in O O
your O O
carry O O
- O O
on O O
bag O O
. O O
If O O
traveling O O
with O O
an O O
infant O O
, O O
take O O
24 O O
hours O O
' O O
worth O O
of O O
diapers O O
and O O
extra O O
formula O O
. O O
When O O
possible O O
, O O
avoid O O
checking O O
luggage O O
, O O
in O O
case O O
you O O
need O O
to O O
switch O O
flights O O
or O O
carriers O O
. O O
Ship O O
your O O
gifts O O
ahead O O
. O O
_ O O
Educate O O
yourself O O
. O O
Find O O
out O O
what O O
your O O
airline O O
promises O O
to O O
do O O
for O O
passengers O O
in O O
the O O
event O O
of O O
a O O
delay O O
. O O
Print O O
out O O
a O O
copy O O
of O O
the O O
policy O O
from O O
the O O
airline O O
' O O
s O O
Web O O
site O O
, O O
and O O
carry O O
it O O
with O O
you O O
_ O O
in O O
case O O
the O O
airline O O
representatives O O
need O O
a O O
reminder O O
. O O
If O O
a O O
Flight O O
Is O O
Delayed O O
: O O
_ O O
Keep O O
your O O
cool O O
. O O
Becoming O O
angry O O
at O O
airline O O
personnel O O
is O O
counterproductive O O
. O O
Sympathy O O
for O O
their O O
plight O O
will O O
sometimes O O
produce O O
results O O
. O O
_ O O
Don O O
' O O
t O O
stand O O
in O O
line O O
. O O
To O O
get O O
on O O
another O O
flight O O
, O O
it O O
is O O
often O O
more O O
effective O O
to O O
call O O
the O O
airline O O
from O O
the O O
airport O O
than O O
to O O
wait O O
at O O
the O O
ticket O O
counter O O
. O O
Carry O O
a O O
cell O O
phone O O
; O O
if O O
delays O O
are O O
widespread O O
, O O
public O O
telephones O O
may O O
be O O
in O O
demand O O
. O O
_ O O
Check O O
the O O
competition O O
. O O
If O O
another O O
airline O O
has O O
seats O O
to O O
your O O
destination O O
, O O
ask O O
your O O
airline O O
to O O
endorse O O
your O O
ticket O O
to O O
the O O
other O O
line O O
. O O
_ O O
Get O O
what O O
you O O
paid O O
for O O
. O O
If O O
you O O
paid O O
full O O
fare O O
or O O
are O O
a O O
high O O
- O O
mileage O O
frequent O O
flier O O
, O O
let O O
the O O
airline O O
know O O
. O O
Your O O
odds O O
of O O
getting O O
a O O
seat O O
on O O
the O O
next O O
flight O O
out O O
will O O
increase O O
, O O
or O O
the O O
airline O O
might O O
pay O O
for O O
your O O
hotel O O
, O O
if O O
you O O
are O O
delayed O O
overnight O O
. O O
_ O O
Consider O O
driving O O
. O O
If O O
the O O
last O O
leg O O
of O O
your O O
flight O O
is O O
a O O
200 O O
- O O
mile O O
hop O O
, O O
renting O O
a O O
car O O
might O O
be O O
a O O
better O O
choice O O
than O O
waiting O O
out O O
a O O
delay O O
. O O
Getting O O
Even O O
: O O
_ O O
Write O O
a O O
letter O O
. O O
The O O
airlines O O
have O O
pledged O O
to O O
respond O O
to O O
consumer O O
complaints O O
within O O
60 O O
days O O
. O O
They O O
almost O O
always O O
offer O O
a O O
refund O O
, O O
reimbursement O O
of O O
expenses O O
, O O
a O O
discount O O
on O O
your O O
next O O
ticket O O
_ O O
or O O
all O O
three O O
. O O
Be O O
sure O O
to O O
save O O
the O O
relevant O O
paperwork O O
. O O
_ O O
Make O O
it O O
a O O
federal O O
case O O
. O O
Send O O
a O O
copy O O
of O O
your O O
letter O O
to O O
Washington B-Washington,_D.C. B-Washington,_D.C.
. O O
Complaints O O
are O O
charged O O
against O O
each O O
airline O O
in O O
the O O
Transportation O O
Department O O
' O O
s O O
monthly O O
Air O O
Travel O O
Consumer O O
Report O O
and O O
serve O O
as O O
a O O
basis O O
for O O
rule O O
making O O
and O O
enforcement O O
action O O
. O O
Write O O
to O O
: O O
Aviation B-Airline_complaints O
Consumer I-Airline_complaints O
Protection I-Airline_complaints O
Div I-Airline_complaints O
. O O
( O O
C O O
- O O
75 O O
) O O
Department O O
of O O
Transportation O O
400 B---NME-- O
Seventh I---NME-- O
St I---NME-- O
. I---NME-- O
S I---NME-- O
. I---NME-- O
W I---NME-- O
. I---NME-- O
Washington O O
, O O
DC O O
20590 O O
From O O
BBC B-BBC_News B-BBC_News
News I-BBC_News I-BBC_News
in O O
London B-London B-London
, O O
I O O
am O O
Gregor O O
Craigy O O
for O O
The O O
World O O
. O O
A O O
Singapore O O
Airlines O O
747 O O
flying O O
from O O
Taiwan B-Taiwan B-Taiwan
to O O
Los B-Los_Angeles B-Los_Angeles
Angeles I-Los_Angeles I-Los_Angeles
has O O
crashed O O
. O O
Flight O O
SQ006 O O
was O O
carrying O O
179 O O
passengers O O
and O O
crew O O
when O O
it O O
crashed O O
in O O
flames O O
shortly O O
after O O
take O O
off O O
. O O
At O O
least O O
65 O O
people O O
are O O
known O O
to O O
have O O
been O O
killed O O
and O O
around O O
30 O O
passengers O O
remain O O
unaccounted O O
for O O
. O O
David B---NME-- O
Chezan I---NME-- O
reports O O
. O O
Survivors O O
from O O
the O O
Singapore O O
Airlines O O
flight O O
described O O
how O O
the O O
plane O O
was O O
taxing O O
down O O
the O O
runway O O
when O O
there O O
was O O
a O O
loud O O
noise O O
and O O
the O O
aircraft O O
split O O
in O O
two O O
. O O
An O O
American O O
passenger O O
said O O
he O O
had O O
almost O O
decided O O
not O O
to O O
board O O
the O O
plane O O
because O O
of O O
what O O
he O O
called O O
unbelievable O O
wind O O
and O O
rain O O
. O O
Survivors O O
described O O
how O O
the O O
tail O O
section O O
turned O O
over O O
several O O
times O O
, O O
leaving O O
passengers O O
hanging O O
by O O
their O O
safety O O
belts O O
, O O
some O O
were O O
quickly O O
engulfed O O
by O O
flames O O
. O O
One O O
survivor O O
described O O
saying O O
a O O
man O O
, O O
as O O
he O O
put O O
it O O
, O O
lit O O
up O O
like O O
a O O
torch O O
. O O
Flames O O
shot O O
up O O
right O O
next O O
to O O
me O O
and O O
there O O
was O O
jet O O
fuel O O
all O O
over O O
the O O
place O O
, O O
he O O
said O O
. O O
David O O
Chezan O O
, O O
BBC O O
News O O
. O O
The O O
Palestinian O O
faction O O
headed O O
by O O
Yasser B-Yasser_Arafat B-Yasser_Arafat
Arafat I-Yasser_Arafat I-Yasser_Arafat
said O O
today O O
that O O
, O O
it O O
will O O
avenge O O
the O O
deaths O O
of O O
four O O
of O O
its O O
members O O
who O O
were O O
killed O O
today O O
by O O
Israeli O O
soldiers O O
. O O
Later O O
in O O
the O O
day O O
, O O
a O O
car O O
bombing O O
in O O
the O O
Northern O O
Israeli O O
town O O
of O O
Hadera O O
, O O
killed O O
two O O
people O O
and O O
injured O O
at O O
least O O
50 O O
. O O
Israeli O O
Prime O O
Minister O O
Ehud O O
Barak O O
said O O
he O O
would O O
retaliate O O
. O O
Corey B-Corey_Flintoff B-Corey_Flintoff
Flintoff I-Corey_Flintoff I-Corey_Flintoff
, O O
NPR B-National_Public_Radio B-NPR
news I-National_Public_Radio O
, O O
Washington B-Washington,_D.C. B-Washington,_D.C.
. O O
Documented O O
. O O
From O O
NPR B-National_Public_Radio B-NPR
news I-National_Public_Radio O
in O O
Washington B-Washington,_D.C. B-Washington,_D.C.
, O O
I O O
' O O
m O O
Corey O O
Flintoff O O
. O O
A O O
Florida O O
State O O
judge O O
has O O
ordered O O
local O O
election O O
officials O O
to O O
ship O O
thousands O O
of O O
ballots O O
to O O
the O O
state O O
capital O O
. O O
The O O
move O O
comes O O
as O O
the O O
judge O O
decides O O
whether O O
to O O
order O O
a O O
recount O O
of O O
those O O
ballots O O
in O O
the O O
presidential O O
election O O
. O O
NPR O O
' O O
s O O
Steve B---NME-- O
Inski I---NME-- O
was O O
in O O
the O O
courtroom O O
. O O
Steve O O
, O O
what O O
are O O
the O O
issues O O
that O O
came O O
up O O
in O O
this O O
hearing O O
tonight O O
? O O
Corey O O
judge O O
N O O
. O O
Sander O O
Sauls O O
is O O
deciding O O
whether O O
to O O
order O O
a O O
recount O O
as O O
you O O
said O O
of O O
those O O
ballots O O
, O O
9000 O O
or O O
more O O
actually O O
from O O
Miami B-Miami_Dade_County,_Florida B-Miami-Dade_County,_Florida
Dade I-Miami_Dade_County,_Florida I-Miami-Dade_County,_Florida
County I-Miami_Dade_County,_Florida I-Miami-Dade_County,_Florida
that O O
apparently O O
were O O
never O O
counted O O
at O O
all O O
, O O
at O O
least O O
according O O
to O O
the O O
Democrats B-Democratic_Party_(United_States) B-Democratic_Party_(United_States)
in O O
the O O
presidential O O
election O O
and O O
about O O
3300 O O
ballots O O
from O O
Palm B-Palm_Beach_County,_Florida B-Palm_Beach_County,_Florida
Beach I-Palm_Beach_County,_Florida I-Palm_Beach_County,_Florida
County I-Palm_Beach_County,_Florida I-Palm_Beach_County,_Florida
that O O
were O O
considered O O
by O O
local O O
officials O O
but O O
then O O
thrown O O
out O O
, O O
disallowed O O
. O O
Judge O O
Sauls O O
is O O
deciding O O
whether O O
to O O
count O O
those O O
ballots O O
and O O
go O O
through O O
them O O
and O O
perhaps O O
add O O
some O O
votes O O
to O O
Al B-Al_Gore B-Al_Gore
Gore I-Al_Gore I-Al_Gore
' O O
s O O
final O O
total O O
, O O
which O O
is O O
exactly O O
what O O
the O O
Democrats O O
want O O
. O O
He O O
is O O
not O O
ready O O
to O O
do O O
that O O
yet O O
. O O
He O O
did O O
not O O
agree O O
to O O
the O O
Democratic O O
proposal O O
to O O
begin O O
counting O O
tomorrow O O
morning O O
but O O
he O O
has O O
ordered O O
that O O
the O O
ballots O O
be O O
shipped O O
up O O
. O O
Later O O
this O O
week O O
, O O
