Bandar B-Bandar_Seri_Begawan B-Bandar_Seri_Begawan
Use O O
a O O
travel O O
agent O O
. O O
A O O
good O O
one O O
can O O
be O O
a O O
great O O
ally O O
in O O
the O O
event O O
of O O
a O O
problem O O
_ O O
and O O
may O O
save O O
you O O
time O O
and O O
money O O
. O O
Day O O
of O O
Departure O O
: O O
_ O O
Be O O
informed O O
. O O
Check O O
your O O
flight O O
's O O
status O O
before O O
heading O O
to O O
the O O
airport O O
. O O
Automated O O
telephone O O
services O O
or O O
airline O O
Web O O
sites O O
often O O
provide O O
more O O
up-to-date O O
information O O
than O O
do O O
ticket O O
agents O O
. O O
The O O
Federal B-Federal_Aviation_Administration B-Federal_Aviation_Administration
Aviation I-Federal_Aviation_Administration I-Federal_Aviation_Administration
Administration I-Federal_Aviation_Administration I-Federal_Aviation_Administration
's O O
Web O O
site O O
, O O
www.fly.faa.gov O O
, O O
has O O
real-time O O
information O O
on O O
operations O O
at O O
the O O
biggest O O
airports O O
. O O
_ O O
Pack O O
defensively O O
. O O
Take O O
along O O
a O O
change O O
of O O
clothes O O
and O O
a O O
toothbrush O O
in O O
your O O
carry-on O O
bag O O
. O O
If O O
traveling O O
with O O
an O O
infant O O
, O O
take O O
24 O O
hours O O
' O O
worth O O
of O O
diapers O O
and O O
extra O O
formula O O
. O O
When O O
possible O O
, O O
avoid O O
checking O O
luggage O O
, O O
in O O
case O O
you O O
need O O
to O O
switch O O
flights O O
or O O
carriers O O
. O O
Ship O O
your O O
gifts O O
ahead O O
. O O
_ O O
Educate O O
yourself O O
. O O
Find O O
out O O
what O O
your O O
airline O O
promises O O
to O O
do O O
for O O
passengers O O
in O O
the O O
event O O
of O O
a O O
delay O O
. O O
Print O O
out O O
a O O
copy O O
of O O
the O O
policy O O
from O O
the O O
airline O O
's O O
Web O O
site O O
, O O
and O O
carry O O
it O O
with O O
you O O
_ O O
in O O
case O O
the O O
airline O O
representatives O O
need O O
a O O
reminder O O
. O O
If O O
a O O
Flight O O
Is O O
Delayed O O
: O O
_ O O
Keep O O
your O O
cool O O
. O O
Becoming O O
angry O O
at O O
airline O O
personnel O O
is O O
counterproductive O O
. O O
Sympathy O O
for O O
their O O
plight O O
will O O
sometimes O O
produce O O
results O O
. O O
_ O O
Do O O
n't O O
stand O O
in O O
line O O
. O O
To O O
get O O
on O O
another O O
flight O O
, O O
it O O
is O O
often O O
more O O
effective O O
to O O
call O O
the O O
airline O O
from O O
the O O
airport O O
than O O
to O O
wait O O
at O O
the O O
ticket O O
counter O O
. O O
Carry O O
a O O
cell O O
phone O O
; O O
if O O
delays O O
are O O
widespread O O
, O O
public O O
telephones O O
may O O
be O O
in O O
demand O O
. O O
_ O O
Check O O
the O O
competition O O
. O O
If O O
another O O
airline O O
has O O
seats O O
to O O
your O O
destination O O
, O O
ask O O
your O O
airline O O
to O O
endorse O O
your O O
ticket O O
to O O
the O O
other O O
line O O
. O O
_ O O
Get O O
what O O
you O O
paid O O
for O O
. O O
If O O
you O O
paid O O
full O O
fare O O
or O O
are O O
a O O
high-mileage O O
frequent O O
flier O O
, O O
let O O
the O O
airline O O
know O O
. O O
Your O O
odds O O
of O O
getting O O
a O O
seat O O
on O O
the O O
next O O
flight O O
out O O
will O O
increase O O
, O O
or O O
the O O
airline O O
might O O
pay O O
for O O
your O O
hotel O O
, O O
if O O
you O O
are O O
delayed O O
overnight O O
. O O
_ O O
Consider O O
driving O O
. O O
If O O
the O O
last O O
leg O O
of O O
your O O
flight O O
is O O
a O O
200-mile O O
hop O O
, O O
renting O O
a O O
car O O
might O O
be O O
a O O
better O O
choice O O
than O O
waiting O O
out O O
a O O
delay O O
. O O
Getting O O
Even O O
: O O
_ O O
Write O O
a O O
letter O O
. O O
The O O
airlines O O
have O O
pledged O O
to O O
respond O O
to O O
consumer O O
complaints O O
within O O
60 O O
days O O
. O O
They O O
almost O O
always O O
offer O O
a O O
refund O O
, O O
reimbursement O O
of O O
expenses O O
, O O
a O O
discount O O
on O O
your O O
next O O
ticket O O
_ O O
or O O
all O O
three O O
. O O
Be O O
sure O O
to O O
save O O
the O O
relevant O O
paperwork O O
. O O
_ O O
Make O O
it O O
a O O
federal O O
case O O
. O O
Send O O
a O O
copy O O
of O O
your O O
letter O O
to O O
Washington B-Washington,_D.C. B-Washington,_D.C.
. O O
Complaints O O
are O O
charged O O
against O O
each O O
airline O O
in O O
the O O
Transportation O O
Department O O
's O O
monthly O O
Air O O
Travel O O
Consumer O O
Report O O
and O O
serve O O
as O O
a O O
basis O O
for O O
rule O O
making O O
and O O
enforcement O O
action O O
. O O
Write O O
to O O
: O O
Aviation B-Airline_complaints O
Consumer I-Airline_complaints O
Protection I-Airline_complaints O
Div I-Airline_complaints O
. O O
( O O
C-75 O O
) O O
Department O O
of O O
Transportation O O
400 O O
Seventh O O
St. O O
S.W. O O
Washington O O
, O O
DC O O
20590 O O
DOCEND O O
CAIRO B-Cairo B-Cairo
, O O
Egypt B-Egypt B-Egypt
( O O
AP B-Associated_Press B-Associated_Press
) O O
_ O O
In O O
his O O
foreign O O
policy O O
debut O O
as O O
Syria B-Syria B-Syria
's O O
president O O
, O O
Bashar O O
Assad O O
met O O
Sunday O O
with O O
Egyptian O O
President B-President_of_Egypt O
Hosni O O
Mubarak O O
in O O
talks O O
on O O
Mideast O O
peace O O
and O O
the O O
escalating O O
violence O O
in O O
the O O
Palestinian O O
territories O O
. O O
Assad O O
, O O
on O O
his O O
first O O
trip O O
abroad O O
since O O
becoming O O
president O O
in O O
July O O
, O O
also O O
dealt O O
with O O
the O O
issue O O
of O O
Iraq B-Iraq B-Iraq
in O O
the O O
talks O O
with O O
Mubarak O O
, O O
Egyptian O O
Foreign O O
Minister O O
Amr O O
Mussa O O
said O O
. O O
The O O
Syrian O O
leader O O
's O O
visit O O
came O O
on O O
a O O
fourth O O
day O O
of O O
clashes O O
that O O
have O O
raged O O
in O O
the O O
West B-West_Bank B-Palestinian_territories
Bank I-West_Bank I-Palestinian_territories
, O O
Gaza B-Gaza_Strip B-Gaza_Strip
Strip I-Gaza_Strip I-Gaza_Strip
and O O
Jerusalem B-Jerusalem B-Jerusalem
, O O
leaving O O
more O O
than O O
two O O
dozen O O
Palestinians O O
dead O O
. O O
`` O O
There O O
is O O
complete O O
agreement O O
( O O
between O O
Mubarak O O
and O O
Assad O O
) O O
as O O
to O O
the O O
seriousness O O
of O O
the O O
situation O O
and O O
that O O
the O O
negative O O
repercussions O O
would O O
adversely O O
effect O O
the O O
peace O O
process O O
, O O
which O O
is O O
in O O
itself O O
in O O
a O O
very O O
precarious O O
state O O
, O O
'' O O
Moussa O O
said O O
. O O
Assad O O
, O O
35 O O
, O O
has O O
focused O O
on O O
domestic O O
issues O O
since O O
his O O
father O O
, O O
Hafez O O
Assad O O
, O O
died O O
in O O
June O O
after O O
30 O O
years O O
in O O
power O O
. O O
He O O
has O O
taken O O
steps O O
to O O
modernize O O
his O O
nation O O
's O O
bureaucracy O O
and O O
revive O O
its O O
stagnant O O
economy O O
. O O
`` O O
This O O
was O O
the O O
first O O
meeting O O
of O O
the O O
first O O
visit O O
of O O
President O O
Bashar O O
Assad O O
after O O
the O O
funeral O O
of O O
his O O
father O O
, O O
so O O
it O O
was O O
only O O
normal O O
for O O
the O O
discussions O O
to O O
have O O
a O O
general O O
tone O O
... O O
in O O
addition O O
to O O
certain O O
specifics O O
of O O
special O O
importance O O
to O O
both O O
countries O O
and O O
the O O
Arab O O
world O O
, O O
'' O O
Moussa O O
said O O
. O O
The O O
late O O
Syrian O O
president O O
rarely O O
traveled O O
abroad O O
. O O
In O O
his O O
last O O
few O O
years O O
, O O
however O O
, O O
he O O
had O O
sent O O
Bashar O O
, O O
educated O O
as O O
an O O
eye O O
doctor O O
, O O
on O O
foreign O O
trips O O
as O O
part O O
of O O
his O O
grooming O O
to O O
become O O
president O O
. O O
Prospects O O
appear O O
dim O O
for O O
progress O O
on O O
either O O
the O O
Syrian O O
or O O
Palestinian O O
peace O O
track O O
. O O
The O O
deadlock O O
in O O
Palestinian-Israeli O O
talks O O
is O O
exacerbated O O
by O O
the O O
worst O O
violence O O
in O O
four O O
years O O
. O O
Syria O O
's O O
government-run O O
media O O
said O O
last O O
week O O
that O O
no O O
progress O O
could O O
be O O
expected O O
now O O
because O O
of O O
the O O
U.S. O O
elections O O
and O O
Israeli O O
Prime O O
Minister O O
Ehud O O
Barak O O
's O O
precarious O O
situation O O
as O O
leader O O
of O O
a O O
minority O O
government O O
. O O
Syrian-Israeli O O
peace O O
negotiations O O
broke O O
down O O
in O O
January O O
, O O
with O O
Syria O O
demanding O O
a O O
full O O
withdrawal O O
from O O
the O O
Golan O O
Heights O O
, O O
a O O
strategic O O
plateau O O
captured O O
by O O
Israel O O
in O O
1967 O O
. O O
Israel O O
insists O O
on O O
waiting O O
to O O
settle O O
borders O O
until O O
it O O
knows O O
what O O
it O O
will O O
gain O O
by O O
returning O O
Golan O O
land O O
. O O
Assad O O
has O O
made O O
it O O
clear O O
he O O
intends O O
to O O
follow O O
his O O
father O O
's O O
course O O
in O O
any O O
negotiations O O
with O O
Israel O O
. O O
Mubarak O O
and O O
Assad O O
met O O
after O O
a O O
week O O
when O O
Russia O O
, O O
France O O
, O O
Jordan O O
and O O
Yemen O O
sent O O
planes O O
to O O
Baghdad O O
, O O
challenging O O
U.N. O O
sanctions O O
imposed O O
on O O
Iraq O O
after O O
its O O
1990 O O
invasion O O
of O O
Kuwait O O
. O O
Iraq O O
is O O
hoping O O
other O O
Arab O O
countries O O
will O O
follow O O
, O O
despite O O
U.S. O O
complaints O O
, O O
easing O O
its O O
isolation O O
. O O
Moussa O O
said O O
the O O
presidents O O
discussed O O
the O O
situation O O
in O O
Iraq O O
and O O
would O O
return O O
to O O
it O O
Monday O O
. O O
However O O
, O O
he O O
would O O
not O O
comment O O
on O O
whether O O
Syria O O
and O O
Egypt O O
were O O
planning O O
to O O
send O O
planes O O
to O O
Baghdad O O
. O O
Egypt O O
and O O
Syria O O
are O O
on O O
good O O
terms O O
, O O
but O O
they O O
have O O
had O O
their O O
differences O O
. O O
Hafez O O
Assad O O
's O O
attempts O O
to O O
rally O O
Arab O O
leaders O O
to O O
present O O
a O O
unified O O
front O O
against O O
Israel O O
gained O O
little O O
ground O O
. O O
He O O
derided O O
Egypt O O
for O O
signing O O
a O O
peace O O
treaty O O
with O O
Israel O O
in O O
1979 O O
. O O
DOCEND O O
Washington O O
11-15 O O
( O O
AFP O O
) O O
- O O
Stewart O O
Talbot O O
, O O
America B-United_States B-United_States
's O O
Assistant O O
Secretary O O
of O O
State O O
and O O
`` O O
second O O
in O O
charge O O
'' O O
at O O
the O O
State O O
Department O O
after O O
Madeleine B-Madeleine_Albright B-Madeleine_Albright
Albright I-Madeleine_Albright I-Madeleine_Albright
, O O
has O O
decided O O
to O O
resign O O
from O O
the O O
administration O O
to O O
head O O
one O O
of O O
the O O
departments O O
at O O
Yale B-Yale_University B-Yale_University
University I-Yale_University I-Yale_University
in O O
the O O
state O O
of O O
Connecticut O O
( O O
northeast O O
) O O
. O O
Richard B-Rick_Levin B-Rick_Levin
Levin I-Rick_Levin I-Rick_Levin
, O O
the O O
Chancellor O O
of O O
this O O
prestigious O O
university O O
, O O
said O O
Talbot O O
would O O
head O O
the O O
Globalization B-Yale_Center_for_the_Study_of_Globalization O
Studies I-Yale_Center_for_the_Study_of_Globalization O
Center I-Yale_Center_for_the_Study_of_Globalization O
as O O
of O O
next O O
July O O
and O O
would O O
also O O
teach O O
at O O
the O O
university O O
. O O
Talbot O O
is O O
the O O
second O O
top-ranking O O
American O O
diplomat O O
in O O
a O O
few O O
days O O
to O O
announce O O
his O O
intention O O
of O O
resigning O O
at O O
the O O
end O O
of O O
President O O
Bill O O
Clinton O O
's O O
second O O
term O O
next O O
January O O
20 O O
. O O
The O O
special O O
envoy O O
to O O
the O O
Middle B-Middle_East B-Middle_East
East I-Middle_East I-Middle_East
, O O
Dennis O O
Ross O O
, O O
announced O O
last O O
week O O
that O O
he O O
intends O O
to O O
resign O O
from O O
his O O
post O O
, O O
for O O
personal O O
and O O
family O O
reasons O O
, O O
once O O
the O O
current O O
administration O O
's O O
term O O
comes O O
to O O
an O O
end O O
. O O
Talbot O O
, O O
a O O
Yale O O
graduate O O
and O O
former O O
correspondent O O
with O O
Time B-Time_(magazine) B-Time_(magazine)
magazine I-Time_(magazine) I-Time_(magazine)
, O O
was O O
appointed O O
assistant O O
to O O
the O O
Secretary O O
of O O
State O O
in O O
1994 O O
after O O
acting O O
as O O
roving O O
ambassador O O
and O O
special O O
advisor O O
on O O
former O O
Soviet O O
Union O O
Affairs O O
. O O
DOCEND O O
Camp B-Zeist B-Scottish_Court_in_the_Netherlands
Zeist I-Zeist I-Scottish_Court_in_the_Netherlands
( O O
Holland B-Holland B-Holland
) O O
11-15 O O
( O O
AFP B-Agence_France-Presse O
) O O
- O O
Today O O
Wednesday O O
, O O
the O O
judges O O
in O O
charge O O
of O O
looking O O
into O O
the O O
Lockerbie O O
case O O
in O O
Camp O O
Zeist O O
( O O
Holland O O
) O O
were O O
faced O O
with O O
an O O
awkward O O
problem O O
: O O
how O O
to O O
deal O O
with O O
a O O
witness O O
who O O
is O O
refusing O O
to O O
answer O O
questions O O
and O O
who O O
is O O
at O O
the O O
same O O
time O O
serving O O
a O O
life O O
sentence O O
and O O
who O O
is O O
not O O
subject O O
to O O
Scottish O O
law O O
? O O
The O O
problem O O
arose O O
after O O
Palestinian O O
Mahmood O O
Abu O O
Talib O O
, O O
whose O O
testimony O O
the O O
court O O
has O O
been O O
hearing O O
since O O
Friday O O
, O O
refused O O
to O O
continue O O
answering O O
a O O
question O O
by O O
defense O O
lawyer O O
Richard O O
Keen O O
about O O
the O O
detailed O O
reasons O O
for O O
his O O
having O O
lived O O
in O O
the O O
former O O
Soviet B-Soviet_Union B-Soviet_Union
Union I-Soviet_Union I-Soviet_Union
for O O
a O O
period O O
of O O
18 O O
months O O
in O O
the O O
70s O O
. O O
The O O
lawyer O O
asked O O
the O O
judges O O
to O O
force O O
Abu O O
Talib O O
to O O
answer O O
the O O
question O O
aimed O O
at O O
demonstrating O O
the O O
witness O O
's O O
`` O O
professional O O
terrorism O O
'' O O
precedents O O
. O O
46-year-old O O
Abu O O
Talib O O
was O O
sentenced O O
to O O
life O O
imprisonment O O
in O O
1990 O O
in O O
Sweden B-Sweden B-Sweden
for O O
terrorist O O
acts O O
in O O
Amsterdam B-Amsterdam B-Amsterdam
, O O
Copenhagen B-Copenhagen B-Copenhagen
and O O
Stockholm B-Stockholm B-Stockholm
between O O
1985 O O
and O O
1986 O O
. O O
The O O
defense O O
council O O
in O O
the O O
Lockerbie O O
court O O
is O O
attempting O O
to O O
show O O
his O O
involvement O O
in O O
the O O
Lockerbie O O
attack O O
. O O
Based O O
on O O
Scottish O O
law O O
, O O
followed O O
in O O
this O O
court O O
, O O
if O O
Abu O O
Talib O O
insists O O
on O O
not O O
responding O O
to O O
the O O
question O O
, O O
this O O
is O O
considered O O
to O O
be O O
`` O O
contempt O O
of O O
court O O
'' O O
and O O
means O O
he O O
may O O
be O O
punished O O
in O O
accordance O O
with O O
Scottish O O
law O O
covering O O
such O O
incidents O O
. O O
The O O
problem O O
is O O
that O O
the O O
judges O O
may O O
not O O
punish O O
Abu O O
Talib O O
unless O O
Sweden O O
hands O O
him O O
over O O
to O O
Scotland O O
after O O
the O O
court O O
case O O
ends O O
to O O
apply O O
the O O
punishment O O
for O O
`` O O
contempt O O
of O O
court O O
. O O
'' O O
So O O
far O O
, O O
the O O
judges O O
have O O
not O O
asked O O
Abu O O
Talib O O
to O O
answer O O
the O O
defense O O
's O O
question O O
in O O
what O O
appears O O
to O O
be O O
a O O
move O O
to O O
avoid O O
a O O
tricky O O
situation O O
if O O
the O O
witness O O
refuses O O
to O O
answer O O
. O O
The O O
court O O
president O O
, O O
Ronald O O
Sutherland O O
, O O
who O O
adjourned O O
the O O
session O O
for O O
a O O
short O O
while O O
in O O
an O O
attempt O O
to O O
find O O
a O O
solution O O
to O O
this O O
dilemma O O
, O O
said O O
`` O O
this O O
raises O O
an O O
important O O
question O O
of O O
principle O O
. O O
'' O O
The O O
two O O
Libyans O O
, O O
Alameen B-Lamin_Khalifah_Fhimah O
Khalifa I-Lamin_Khalifah_Fhimah O
Fahima I-Lamin_Khalifah_Fhimah O
and O O
Abdulbasit B-Abdelbaset_al-Megrahi O
al-Maqrahi I-Abdelbaset_al-Megrahi O
, O O
are O O
suspected O O
of O O
sending O O
a O O
bomb O O
from O O
Malta B-Malta B-Malta
which O O
was O O
used O O
to O O
explode O O
the O O
Pan O O
Am O O
plane O O
over O O
the O O
Scottish O O
village O O
of O O
Lockerbie O O
on O O
December O O
21 O O
, O O
1988 O O
killing O O
270 O O
people O O
. O O
DOCEND O O
&UR; O O
c. O O
2000 O O
N.Y. O O
Times O O
News O O
Service O O
&LR; O O
&QC; O O
&QL; O O
GROSSE B-Grosse_Pointe_Park,_Michigan O
POINTE I-Grosse_Pointe_Park,_Michigan O
PARK I-Grosse_Pointe_Park,_Michigan O
, O O
Mich. B-Michigan B-Michigan
. I-Michigan O
_ O O
It O O
is O O
deer O O
hunting O O
season O O
in O O
Michigan O O
, O O
and O O
hunters O O
who O O
climb O O
trees O O
with O O
loaded O O
shotguns O O
have O O
state O O
officials O O
redoubling O O
safety O O
education O O
efforts O O
. O O
Two O O
men O O
have O O
been O O
killed O O
, O O
and O O
a O O
third O O
has O O
been O O
injured O O
since O O
the O O
hunting O O
season O O
opened O O
on O O
Nov. O O
15 O O
. O O
All O O
three O O
accidents O O
involved O O
shotguns O O
, O O
elevated O O
platforms O O
and O O
a O O
practice O O
relatively O O
new O O
to O O
Michigan O O
hunters O O
_ O O
shooting O O
at O O
deer O O
from O O
trees O O
. O O
The O O
Michigan O O
season O O
, O O
one O O
of O O
the O O
busiest O O
, O O
continues O O
through O O
Nov. O O
30 O O
. O O
Firearm O O
hunting O O
from O O
elevated O O
platforms O O
has O O
long O O
been O O
legal O O
in O O
other O O
states O O
with O O
heavy O O
hunting O O
, O O
like O O
New B-New_York B-New_York_City
York I-New_York I-New_York_City
and O O
Pennsylvania B-Pennsylvania B-Pennsylvania
. O O
But O O
the O O
practice O O
is O O
only O O
in O O
its O O
third O O
season O O
in O O
Michigan O O
, O O
and O O
officials O O
say O O
it O O
appears O O
that O O
hunters O O
still O O
have O O
a O O
lot O O
to O O
learn O O
about O O
safety O O
. O O
Lt. O O
Suzanne O O
Koppelo O O
, O O
hunter O O
safety O O
administrator O O
of O O
the O O
law O O
enforcement O O
division O O
of O O
the O O
Michigan O O
Department B-Michigan_Department_of_Natural_Resources O
of I-Michigan_Department_of_Natural_Resources O
Natural I-Michigan_Department_of_Natural_Resources O
Resources I-Michigan_Department_of_Natural_Resources O
&UR; O O
, O O
&LR; O O
said O O
that O O
since O O
firearm O O
platform O O
hunting O O
began O O
in O O
Michigan O O
there O O
had O O
been O O
seven O O
shooting O O
accidents O O
linked O O
to O O
the O O
practice O O
. O O
Three O O
were O O
fatal O O
. O O
Two O O
hunters O O
shot O O
themselves O O
on O O
platforms O O
and O O
another O O
was O O
killed O O
on O O
the O O
ground O O
by O O
a O O
hunter O O
shooting O O
from O O
a O O
platform O O
. O O
`` O O
If O O
hunters O O
exercised O O
the O O
kind O O
of O O
caution O O
one O O
would O O
expect O O
at O O
heights O O
of O O
20-some O O
feet O O
, O O
it O O
would O O
be O O
almost O O
a O O
nonissue O O
, O O
'' O O
said O O
Koppelo O O
. O O
`` O O
But O O
given O O
human O O
nature O O
, O O
that O O
's O O
not O O
the O O
case O O
. O O
'' O O
More O O
than O O
750,000 O O
licensed O O
hunters O O
are O O
taking O O
to O O
the O O
Michigan O O
woods O O
this O O
year O O
, O O
where O O
they O O
are O O
expected O O
to O O
kill O O
about O O
500,000 O O
of O O
the O O
state O O
's O O
1.9 O O
million O O
deer O O
. O O
The O O
numbers O O
reinforce O O
the O O
need O O
to O O
improve O O
education O O
about O O
platform O O
hunting O O
with O O
firearms O O
, O O
Koppelo O O
said O O
. O O
The O O
practice O O
is O O
more O O
commonly O O
associated O O
with O O
hunters O O
using O O
bows O O
and O O
arrows O O
. O O
Instead O O
of O O
hiding O O
on O O
the O O
ground O O
or O O
walking O O
through O O
the O O
woods O O
, O O
they O O
wait O O
quietly O O
, O O
typically O O
at O O
a O O
height O O
of O O
15 O O
to O O
20 O O
feet O O
, O O
and O O
fire O O
down O O
at O O
deer O O
that O O
wander O O
below O O
. O O
Despite O O
the O O
hunter O O
killed O O
from O O
the O O
platform O O
, O O
Sgt. O O
Larry O O
D. O O
Sargent O O
, O O
hunter O O
education O O
field O O
coordinator O O
for O O
the O O
law O O
enforcement O O
division O O
, O O
says O O
the O O
practice O O
does O O
offer O O
one O O
safety O O
advantage O O
: O O
errant O O
shots O O
typically O O
thump O O
harmlessly O O
to O O
the O O
ground O O
, O O
rather O O
than O O
whistling O O
through O O
the O O
woods O O
and O O
striking O O
other O O
people O O
. O O
The O O
problems O O
primarily O O
arise O O
when O O
hunters O O
get O O
in O O
and O O
out O O
of O O
position O O
. O O
`` O O
It O O
's O O
kind O O
of O O
hard O O
climbing O O
a O O
tree O O
with O O
a O O
gun O O
, O O
'' O O
Rob O O
Williams O O
said O O
, O O
as O O
he O O
and O O
a O O
hunting O O
partner O O
, O O
Art O O
Bush O O
, O O
waited O O
on O O
a O O
recent O O
morning O O
in O O
a O O
conventional O O
earthbound O O
hunting O O
blind O O
about O O
20 O O
miles O O
west O O
of O O
Detroit B-Detroit B-Detroit
. O O
For O O
Williams O O
, O O
Rule O O
No. O O
1 O O
is O O
not O O
to O O
climb O O
a O O
tree O O
with O O
a O O
loaded O O
gun O O
. O O
He O O
says O O
that O O
when O O
he O O
hunts O O
from O O
a O O
platform O O
he O O
climbs O O
up O O
with O O
a O O
rope O O
dangling O O
from O O
his O O
belt O O
to O O
his O O
gun O O
, O O
which O O
he O O
leaves O O
unloaded O O
on O O
the O O
ground O O
. O O
When O O
he O O
is O O
secure O O
in O O
his O O
stand O O
, O O
he O O
pulls O O
his O O
gun O O
up O O
after O O
him O O
and O O
loads O O
it O O
. O O
Sargent O O
says O O
this O O
is O O
proper O O
procedure O O
. O O
One O O
accident O O
this O O
year O O
, O O
however O O
, O O
illustrates O O
the O O
importance O O
of O O
following O O
each O O
step O O
of O O
the O O
safety O O
procedures O O
. O O
A O O
16-year-old O O
hunter O O
used O O
a O O
haul O O
line O O
, O O
but O O
it O O
was O O
tied O O
to O O
the O O
trigger O O
guard O O
and O O
he O O
left O O
the O O
gun O O
loaded O O
, O O
Koppelo O O
said O O
. O O
The O O
teen-ager O O
's O O
gun O O
went O O
off O O
and O O
he O O
was O O
shot O O
in O O
the O O
foot O O
. O O
Others O O
are O O
hurt O O
falling O O
out O O
of O O
trees O O
. O O
Koppelo O O
said O O
that O O
state O O
officials O O
were O O
trying O O
to O O
keep O O
count O O
of O O
these O O
injuries O O
but O O
that O O
it O O
was O O
difficult O O
, O O
since O O
they O O
relied O O
on O O
hunters O O
reporting O O
minor O O
accidents O O
. O O
`` O O
A O O
lot O O
of O O
guys O O
are O O
embarrassed O O
, O O
'' O O
Sargent O O
said O O
. O O
`` O O
They O O
'll O O
say O O
they O O
fell O O
working O O
in O O
the O O
yard O O
or O O
something O O
. O O
'' O O
Others O O
, O O
Koppelo O O
says O O
, O O
do O O
not O O
want O O
to O O
report O O
accidents O O
for O O
fear O O
the O O
law O O
will O O
be O O
changed O O
. O O
And O O
she O O
adds O O
that O O
though O O
anecdotal O O
reports O O
show O O
Michigan O O
's O O
large O O
hunting O O
population O O
to O O
be O O
taking O O
slowly O O
to O O
firearm O O
deer O O
hunting O O
from O O
platforms O O
, O O
most O O
expect O O
the O O
practice O O
to O O
catch O O
on O O
as O O
it O O
has O O
in O O
other O O
states O O
. O O
As O O
Peter O O
Thompson O O
, O O
a O O
16-year-old O O
hunter O O
, O O
said O O
, O O
`` O O
Usually O O
the O O
deer O O
do O O
n't O O
look O O
up O O
. O O
'' O O
DOCEND O O
Welcome O O
to O O
this O O
hour O O
of O O
VOA O O
News O O
Now O O
. O O
I O O
'm O O
Erin O O
Brumett O O
in O O
Washington B-Washington,_D.C. B-Washington,_D.C.
. O O
The O O
incredibly O O
close O O
Florida O O
vote O O
count O O
for O O
President O O
is O O
in O O
the O O
state O O
courts O O
and O O
heading O O
for O O
the O O
US O O
Supreme B-Supreme_Court_of_the_United_States B-Supreme_Court_of_the_United_States
Court I-Supreme_Court_of_the_United_States I-Supreme_Court_of_the_United_States
at O O
the O O
end O O
of O O
the O O
week O O
. O O
That O O
's O O
virtually O O
unprecedented O O
, O O
as O O
the O O
Federal O O
Courts O O
have O O
tended O O
to O O
stay O O
out O O
of O O
elections O O
, O O
which O O
are O O
the O O
responsibility O O
of O O
the O O
states O O
. O O
Joe B-Joel_Grossman O
O'Grossman I-Joel_Grossman O
is O O
a O O
professor O O
of O O
constitutional O O
law O O
at O O
Baltimore B-Baltimore B-Baltimore
's O O
Johns B-Johns_Hopkins_University B-Johns_Hopkins_University
Hopkins I-Johns_Hopkins_University I-Johns_Hopkins_University
University I-Johns_Hopkins_University I-Johns_Hopkins_University
. O O
He O O
says O O
that O O
in O O
this O O
instance O O
the O O
Supreme O O
Court O O
probably O O
felt O O
the O O
circumstances O O
were O O
such O O
that O O
they O O
had O O
no O O
real O O
alternative O O
but O O
to O O
take O O
the O O
case O O
. O O
Well O O
, O O
I O O
think O O
they O O
took O O
the O O
case O O
because O O
it O O
seemed O O
like O O
it O O
was O O
such O O
a O O
important O O
issue O O
that O O
it O O
would O O
be O O
kind O O
of O O
unseemly O O
for O O
them O O
to O O
try O O
to O O
reject O O
it O O
out O O
of O O
hand O O
. O O
In O O
fact O O
, O O
I O O
think O O
that O O
Lawrence B-Laurence_Tribe B-Laurence_Tribe
Tribe I-Laurence_Tribe I-Laurence_Tribe
, O O
the O O
Harvard O O
Law O O
School O O
Professor O O
who O O
is O O
arguing O O
for O O
Gore B-Al_Gore B-Al_Gore
tomorrow O O
, O O
is O O
going O O
to O O
ask O O
the O O
court O O
to O O
hold O O
the O O
case O O
, O O
moot O O
and O O
dismiss O O
it O O
. O O
And O O
the O O
Bush O O
campaign O O
has O O
brought O O
the O O
case O O
, O O
but O O
recognizes O O
that O O
the O O
particular O O
issues O O
that O O
they O O
brought O O
to O O
the O O
court O O
last O O
week O O
are O O
really O O
not O O
very O O
relevant O O
anymore O O
. O O
They O O
are O O
going O O
to O O
probably O O
, O O
well O O
, O O
I O O
know O O
what O O
they O O
are O O
going O O
to O O
do O O
. O O
They O O
are O O
going O O
to O O
try O O
to O O
broaden O O
the O O
case O O
to O O
make O O
it O O
a O O
kind O O
of O O
a O O
general O O
referendum O O
on O O
election O O
procedures O O
. O O
So O O
, O O
they O O
are O O
looking O O
for O O
a O O
coronation O O
. O O
And O O
the O O
Gore O O
people O O
at O O
this O O
point O O
just O O
want O O
to O O
get O O
rid O O
of O O
this O O
case O O
, O O
because O O
they O O
think O O
they O O
have O O
a O O
better O O
chance O O
in O O
the O O
Florida O O
courts O O
. O O
Republicans O O
generally O O
support O O
states O O
' O O
rights O O
. O O
So O O
, O O
does O O
it O O
appear O O
somewhat O O
ironic O O
that O O
they O O
are O O
going O O
to O O
the O O
Supreme O O
Court O O
in O O
this O O
instance O O
? O O
No O O
, O O
I O O
think O O
first O O
of O O
all O O
the O O
notion O O
that O O
Republicans O O
favor O O
states O O
' O O
rights O O
and O O
Democrats O O
oppose O O
it O O
, O O
is O O
much O O
too O O
simplistic O O
. O O
That O O
's O O
generally O O
true O O
, O O
but O O
it O O
's O O
only O O
true O O
on O O
some O O
issues O O
